filename,text
qrcode_00163.png,Yajod
qrcode_00164.png,NT9hTM64EKww:uK
qrcode_00165.png,t0uJZD6D.ZAD_Ne-0Ban.jrW3
qrcode_00166.png,zMOc2nxrQIe2fl5oqSfn9Wq84
qrcode_00167.png,"kBGVmxDEhBrC4,:xC"
qrcode_00168.png,"2qFveGvLvbTv mB@Iv,"
qrcode_00169.png,7QIzQdJCPT-4/g6Gi_QB4PFbl7n:Ai
qrcode_00170.png,"V:@pUmVThinsDfgktPaszZCJR:f,GJ"
qrcode_00171.png,LK9_hD 6eKbD
qrcode_00172.png,pul1uC_B39L
qrcode_00173.png,uE.gb
qrcode_00174.png,w.vV-HL
qrcode_00175.png,g:A-wB53-KKMxa6TAdWHEF
qrcode_00176.png,/U/Xp0eH
qrcode_00177.png,5agV6QIuaLxE
qrcode_00178.png,oF9Y:
qrcode_00179.png,"/CQ8SxIh9f,xf5z"
qrcode_00180.png,-ul4P75fOdEz_bUf@h6z6L
qrcode_00181.png,"tWzoU-GPMKNS1_U5LHlH8,oE7UxP"
qrcode_00182.png,7Vmt:htFRtS-4IeR1djmeIs-KUjm
qrcode_00183.png,"fg.jBw,telyp6eY"
qrcode_00184.png,nN.nnYp81__jtJhkkr
qrcode_00185.png,ldhG4t0WH/GFTIx/G.8IQ
qrcode_00186.png,zqj 1.M@uUIRqgGJv1 uFIYS2wbVk
qrcode_00187.png,"XQDE,oXy6B8nycrhUwAX7F2kf"
qrcode_00188.png,TtJCbsXCRb m-D
qrcode_00189.png,9L/O 
qrcode_00190.png,"1Y3KBLU1KDab,ezQq@YGPOVsP"
qrcode_00191.png,-YG/Ldgnf
qrcode_00192.png,"F6I3m-Cqu6Dk,8slbYQ:4jCPzk"
qrcode_00193.png,"T9,JTM:"
qrcode_00194.png,"v VGYtG,"
qrcode_00195.png,vrohAwJJeyajfYix9drQYCEAf6S/V
qrcode_00196.png,dDwC
qrcode_00197.png,"BgZ@73,_SMpOpWX3aq2"
qrcode_00198.png,eFg1r
qrcode_00199.png,"eB5UyY1moSz:1n:meLysQuxNe_,qhH-"
qrcode_00200.png,LzaPouI-iFMggR
qrcode_00201.png,2JwSLJHmKhnZrT5L7vVlIn6JgA@vi2y
qrcode_00202.png,"-qan/xRKxCKUDG3J1hDGXrB,"
qrcode_00203.png,el9JmPFMcU4zk-0
qrcode_00204.png,"2fp_T3.Es7IBMN-Tce,z:Gqa3,1fac"
qrcode_00205.png,@NoL2W
qrcode_00206.png,A8bWbGzjkQZq2EXGAv
qrcode_00207.png,"Jrw92wza@,X:4Cr"
qrcode_00208.png,B@F1TRPtb8pSD
qrcode_00209.png,"Ft,MBRhEW23JHtbon5j4bMeB"
qrcode_00210.png,RYGWMglfdaPfw6dd8XjGfJ jne2RFZ5/
qrcode_00211.png,"n72pk5wG/p7nvW,4xsCAH:"
qrcode_00212.png,6xOf8pNDgJknkJxFYkdz
qrcode_00213.png,Q/dRFOhLpL70Jfef
qrcode_00214.png,"XudD0qedbcmV9T1,"
qrcode_00215.png,"6Zx,j6M"
qrcode_00216.png,oI8Gh4nh:
qrcode_00217.png,a/GqrDICO7b:SLD1Zrk8Ri
qrcode_00218.png,4K0m95pGz2/
qrcode_00219.png,jWS@P:bMChTQ4NzXtFd_n0NLP2E
qrcode_00220.png,-p1_-TXt1UWB
qrcode_00221.png,"/TH2R,.qPnGdV6HKjoo_8"
qrcode_00222.png,r.NpG5D
qrcode_00223.png,Z@bmCz_7F
qrcode_00224.png,XnueOjyxqibj4:IrQOet.LL/0
qrcode_00225.png,xrfSFg zI.7n95IXVSr86i4YkGY3
qrcode_00226.png,_ssbfvWvSq@
qrcode_00227.png,"us,4q8LNwQIZv@uVZ"
qrcode_00228.png,Bf3PXH_Z_OVN6sxRutU3av36lA8un
qrcode_00229.png,ouIeNC1M8w7InBJ_v
qrcode_00230.png,"Hyo6@,5vThcwaAuan,SIdEY_J"
qrcode_00231.png,q8Vh tbfb-t:YO8tcMhJgB8_v8
qrcode_00232.png,":Mz0uRXwFfCJ6l,"
qrcode_00233.png,R9HUHgNNNR0ts:
qrcode_00234.png,"h6-E2,AE32oKq@ruhavjrezI6.ZLBj"
qrcode_00235.png,1oKKlK@JkT.
qrcode_00236.png,2W2yhCBu_9lgVv_HBe
qrcode_00237.png,"niDD,7N6fJnugAW/:t"
qrcode_00238.png,CkL_q3-8
qrcode_00239.png,"ur,ZbVP2TAmivKgcnZ/x1to4Uqhg552"
qrcode_00240.png,qai_f:W.3OL3tf_tGEFy
qrcode_00241.png, mAX5jM3IJUDxLQ@0Qz
qrcode_00242.png,O1o.7aTe
qrcode_00243.png,r:Tnqsy3ifYnHh-mCgKkhWx8OA7lC7
qrcode_00244.png,HEd0C0rHxfC@Dy
qrcode_00245.png,qs.qHBLWxjDK
qrcode_00246.png,xwQbi9_Zw-SwpjY4U@JJAmNptcT
qrcode_00247.png,FfwEVZGy08TsPbEYCBHnv8TJ-AvXWLVV
qrcode_00248.png,"1AAo7bnnG3iongV,tf4"
qrcode_00249.png,.8KGq4 -X/3dFCQsZRzTd2dgeRB5VL
qrcode_00250.png,0H6GGuH-BwicKO.FoI94tSIXzUh
qrcode_00251.png,"0Nym@EgqK,FoW"
qrcode_00252.png,-p.vN4K
qrcode_00253.png,51mz/.Xdca1Yk
qrcode_00254.png,UdH1ACB7.BU_M0yFFSE4t..
qrcode_00255.png,SB_qPK6r-a-
qrcode_00256.png,rNICb6cZ0buKQ.@-ogR4Y-HX
qrcode_00257.png,Gz// jdsmE6k
qrcode_00258.png,GtkL9TaPmGKA5LAGbEBFR9Z6v
qrcode_00259.png,OMt/PLOsoH4D1Z
qrcode_00260.png,IeTcFC38_B1ao2e03AV :Sx2sbPEgSC
qrcode_00261.png,"Yv,y,/1x4/rHq:@M"
qrcode_00262.png,eatTeM04lWE
qrcode_00263.png,cxP9G9rCto@icLm@
qrcode_00264.png,7h4Bh F7Uk_84@
qrcode_00265.png,"dQqoKv,Dx-Etxmg49Sko."
qrcode_00266.png,Ff0MT
qrcode_00267.png,"Fx40NIOwigDU,6Z9UAl"
qrcode_00268.png,vPZGb 
qrcode_00269.png,"5jx/ipA9oDVMBwHoXXbmhg,BUxSY37r"
qrcode_00270.png,"poN:6Ot3,y/wS zM:Ua"
qrcode_00271.png,"F504v100-CA,i"
qrcode_00272.png,mhHLWgi Wz3L-Yek-9Lm575bOqGLRJ
qrcode_00273.png,z-HCr5TbyZIj@Wv xoaUwKrKvML
qrcode_00274.png,uySuA/nWhMik5rt6Qi2S5Vu6 H
qrcode_00275.png,XtbRZCv@fAtGVJXnnY9wOu2KIu95oPR
qrcode_00276.png,K8DqE39kKX/tbIuzjcE
qrcode_00277.png,"GRhlLya,xUuJ"
qrcode_00278.png,WowTy0tPDt.xal
qrcode_00279.png,zRuq
qrcode_00280.png,GH30n5yGr5ns73r
qrcode_00281.png,F1tv
qrcode_00282.png,XsNnsDbfd -b3IU@yTj:JZ9xgF
qrcode_00283.png,3 Y.NS 09VaAL@z_jsrw_e5rrtrEN6z
qrcode_00284.png,"GPs8b0sw yPNg5BFVdz_X,mAlU"
qrcode_00285.png,I/A7vjIwC4TUM@meTKq@/
qrcode_00286.png,ue8kI54jNBuV/g
qrcode_00287.png,gDGgor732
qrcode_00288.png,Nt_BLgIxALKt
qrcode_00289.png,3P.P321nXA:d7EwW
qrcode_00290.png,:-VFG.eg.ZTMAFcWZCJGL3
qrcode_00291.png,"Tu_rkaoqg,qrHfxNgHXd .WmOEArX"
qrcode_00292.png,"2Hsb0YuR-6miWBK:L0GB-,,"
qrcode_00293.png,OqM3L@ca3x
qrcode_00294.png,",de/"
qrcode_00295.png,"Xbo/4-n8/7nC,A-sbtc8TnNMs"
qrcode_00296.png,bvqjo84LJAH9tGneCfQWs
qrcode_00297.png,QT8r7rSv
qrcode_00298.png,AzYQR6BY-um3Lh.WzCUm6.hCaM
qrcode_00299.png,7dICiL9eQTtci_Nu9
qrcode_00300.png,6S7Fos_2Nv89-iYXddPXX
qrcode_00301.png,5Z-xh0y9..wl7 h-
qrcode_00302.png,"n45,vv4kbTPR@a71oXqNBZZrIg@"
qrcode_00303.png,C.SrPqgUSgR bamfd2aJzl
qrcode_00304.png,I7QP.@g1aH:Rv96XruR-l2t.M
qrcode_00305.png,"-68vf9j7pSAh,PFJ@KZNXT3x21dqV-"
qrcode_00306.png,.jaU_H@ReToceh8yrV3IxyU2G
qrcode_00307.png,/1S:2QQegt.v/w6aT1_e6k.sx7l3Ha@
qrcode_00308.png,"tZ,@OpUkmtI:I-rkKkwxyurtXo69OG"
qrcode_00309.png,"u4GwxKCOqjaf@KDI0pPpGh,0pq0dc5d-"
qrcode_00310.png,F0LCeTBp0D7oY@xN01BA1I51-S5Dz :
qrcode_00311.png,fztLuMXLUz9jRb
qrcode_00312.png,9lV365
qrcode_00313.png,"P-TD0pBeRAbGe,wZ"
qrcode_00314.png,s6Fh6UwNFYA20t
qrcode_00315.png,1o_DEcZ
qrcode_00316.png,iS1 /djDwZkbO@gcbQzdk_n:nzjx
qrcode_00317.png,63HiXI5egG
qrcode_00318.png,irB/IAiK9R
qrcode_00319.png,"Bt XpRCZZzSt,7Ew4i.06"
qrcode_00320.png,GmyvHHcYCLY-_oX9Cg gCWuZDp:n9
qrcode_00321.png,urQwoPRdEf2XO4p2pYBJ
qrcode_00322.png,4_KozP/i1T SJq
qrcode_00323.png,"OWQB@0m,2bn"
qrcode_00324.png,qwd2.BFB3ssYXLSIZe/N0o
qrcode_00325.png,VWIFBr
qrcode_00326.png,tya:2to-bcV
qrcode_00327.png,"VEc1,JhOdr/g2C8,"
qrcode_00328.png,"LBMuseyATlOlCgN8.0cG,I3M/yl"
qrcode_00329.png,8q/Lj@wvdLhA:w-Bie1ALW0lX74
qrcode_00330.png,tAZTW5Z:yCBE
qrcode_00331.png,N2Cb
qrcode_00332.png,"ziu.SYv9Dz-, Sc-zp_Rz0_300P"
qrcode_00333.png,4ed@av40FF27LmgWBRE9-eIg
qrcode_00334.png,X5bNccM9uXxm8Jse4Mpvqf1D
qrcode_00335.png,mp73BS-OPZi
qrcode_00336.png,tUDjl0 
qrcode_00337.png,eUGkUUb-cvYD0Nzc5YNj9/-
qrcode_00338.png,4Tj2w_sMjG5WoJ:6D1@U8gII T
qrcode_00339.png,"F23/1Li,G"
qrcode_00340.png,h/7@wayqaKqHUA
qrcode_00341.png,R6-IzQTP:t5MZ@dlBP/z.Z
qrcode_00342.png,B3HT2lZ7ZfAVk4gGr:fj3I7g
qrcode_00343.png,"CUja,@UvsY2aUkSZ"
qrcode_00344.png,jx7hwTsa/CpuSzLFnZ 6f D_6I
qrcode_00345.png,@7pLxTxF/x7k3AEozvVZ9clUu
qrcode_00346.png,5MmlxOYfI
qrcode_00347.png,PcYp7h
qrcode_00348.png,"F,Fvo-vgd"
qrcode_00349.png,FMCIDHSgS8tEs
qrcode_00350.png,DW 8kw
qrcode_00351.png,":Di2Vtp gYhs5@ftXr,gt."
qrcode_00352.png,b1NDhw_sYL
qrcode_00353.png,GoChhn0PwR.p3HK/_qelodw mJs
qrcode_00354.png,"gPYH,ZAA6due564aiE.P"
qrcode_00355.png,mBg0XOBIZK
qrcode_00356.png,KzMa-9y e3n3o_XUDS0TC
qrcode_00357.png,"URXqaZ,a41elFyM6G"
qrcode_00358.png,uI_1LvTREx3PqiuI5EuVvV3Yd
qrcode_00359.png,TEHAp0ggu@wq7Mn089ygLxS_Ee
qrcode_00360.png,BF/avh6I4Ms.jFMq
qrcode_00361.png,Cu6r6hfS74OAkkBXSsSUsY3a9DjL
qrcode_00362.png,ZA21Kgu@l0TOl5I599OKpsCA 
qrcode_00363.png,"xv3lFDnEBIDm,RfCTQ:OT:"
qrcode_00364.png,jPe:9
qrcode_00365.png,r513
qrcode_00366.png,kbctDmDd
qrcode_00367.png, 0AwMiYtGq
qrcode_00368.png,rIITTNeO@DAVdHOb8bg
qrcode_00369.png,mHgJxxcHjoMgwte
qrcode_00370.png,HU d:6lkcNAA2BU:m0.w1sSX4
qrcode_00371.png,q7MP@9/H
qrcode_00372.png,"4TvbE2,mejLgwB.H.x6lTF,1iO"
qrcode_00373.png,BQn9BDF-t2L9NdN6LDQq: g6ViYwFmb
qrcode_00374.png,"hFUDEKefi_SIKwUbFBmgf,@nvn3AA-Jv"
qrcode_00375.png,zktI1d1-D5Zjwcm67_/CBfgOa00a5M.7
qrcode_00376.png,:9sqLz@CK6AL_QW
qrcode_00377.png,argmw1G@ nbcJL_R0 gMVW1QdYz9K:Ro
qrcode_00378.png,ZxOyig/Wot7
qrcode_00379.png,X5wvrah8UtqZd-kW
qrcode_00380.png,NTUExRA5@ilIcW.@0i9cMj:6uS-RWQ3
qrcode_00381.png,"REDWYRsrVzrE7StkUasbkDXIgbt,ruhX"
qrcode_00382.png,"jy4s.,4uY5V9YZopC5 q8Y."
qrcode_00383.png,_vONVF7-rXwLc8GDfc9bi
qrcode_00384.png,uvWe-c
qrcode_00385.png,"1jw@/SSv,BXHIrvAFIDGji6s"
qrcode_00386.png,"1Bhlh.DmKbJ,R tHDrOdnhs._QB7"
qrcode_00387.png,ftlQ
qrcode_00388.png,LW872t./
qrcode_00389.png,"u,3F4q7FlYEQbeu.T/c0OsUBHK"
qrcode_00390.png,5OQExr3PiibgE4B8ics3VK4b6ul
qrcode_00391.png,x_OgWCiz1I
qrcode_00392.png,fyY@R2d
qrcode_00393.png,Ot6fWfnWWnG-XB/eCo-cBmQ89wte2
qrcode_00394.png,_tQFe57c
qrcode_00395.png,HVGA5yJdCuE
qrcode_00396.png,R_4lwiBXu@Lw6Dok@n 6eGT9Sd/hiCs
qrcode_00397.png,Qfmd:BMDkne9LkZ AyBrj1r
qrcode_00398.png,Ukf6oQAmLrLgm.
qrcode_00399.png,"VpYr@jEugG05ulU4bDDLI3QWPkzp,1y"
qrcode_00400.png,kEhaV:h
qrcode_00401.png,oc8HNJHEvhIlz-aUmgkU1
qrcode_00402.png,iC58lZ90j 4z/5Pukzb
qrcode_00403.png,4O/z
qrcode_00404.png,"br,DOdSuwRiV7Ibm_0N"
qrcode_00405.png,"l,A6.th_,2H,1AXHp2sJqhX"
qrcode_00406.png, V4OeJ
qrcode_00407.png,LO.Umea.Qm// @om4bx-RAHh
qrcode_00408.png,NPwW130ftcBXeQ9
qrcode_00409.png,dI0Z4a6h_yMNk2xZv
qrcode_00410.png,OJf8cmtW7qPu-KQj91Qa.S8i1kI
qrcode_00411.png,:4m9CGa dfdhtFcgj3m6AC wO0vn
qrcode_00412.png,@LpFG5F8JS b6mlq /reE39MjKa
qrcode_00413.png,LFjSOn_5Ce/fyP8cj/iWh9
qrcode_00414.png," ,9aNgG,_rcMY3r@74ZWs"
qrcode_00415.png,ueLAF-46gpfoyrLzdzEOnciEviEM
qrcode_00416.png,b:/J5PN8cR37v/SZIrEKrgZ7FPqh
qrcode_00417.png,_ot4wNK
qrcode_00418.png,kkJk4y_tT.N/gkR9K/ae
qrcode_00419.png,"4CItASx9 Dl ozsr0@7u/Ht,oACe5Ts9"
qrcode_00420.png,-XisongkW75w9-wgen
qrcode_00421.png,0rgtb83
qrcode_00422.png,"qfF,C@vp_re/2/OY@_yfppPnra2"
qrcode_00423.png," R, OEUU_cvJLDW7:/H4dm@.3b"
qrcode_00424.png,GI:Y
qrcode_00425.png,9PIYV_kyupNsB_lIA
qrcode_00426.png,"yMtB-UKl,BVTq19D4N.Wi YLX"
qrcode_00427.png,A7oXlU8r07_
qrcode_00428.png,0TvkUGZM6wyXAi
qrcode_00429.png,phNSk7 iv@1dinjRtR
qrcode_00430.png,QTFC-M I_LVNi8J15e8Y
qrcode_00431.png,"LqJfs/ E,,,qGUQdJiUwwZUh"
qrcode_00432.png,He-FZc
qrcode_00433.png,sB-drNHdmioD/h3Jk5j50z4YIKsIg.LP
qrcode_00434.png,7YfDfbi4UXXY1Y
qrcode_00435.png,"1TOzL /Ok UGj,6"
qrcode_00436.png,VM66VhpGco i4c7
qrcode_00437.png,NKr4HO@.RYZvl8Ba70-bQttf@pVcWD
qrcode_00438.png,v2m.FicrCIz3BHvM5En
qrcode_00439.png,lIDHJMODc2:0gKmF
qrcode_00440.png,jYofb@OWH.o
qrcode_00441.png,vnLs@BrVB8V-o y8mw
qrcode_00442.png,",:FtpW91"
qrcode_00443.png,EQzAhPFPFQX0Jbnc-
qrcode_00444.png,KdUx5r
qrcode_00445.png,"4ReF@yd-j8HqB,1U7WCtw"
qrcode_00446.png,FKjC9m4CSRq7YEM0M3BtM
qrcode_00447.png,Kc0E6DPEst6@4_@ZBooijD8phmB522.
qrcode_00448.png,YicJ
qrcode_00449.png,jBNuoCsg8X@bM5V@uHnnRsI0UD/7Rm-
qrcode_00450.png,pAPpwN8JPJS@TK-l/jug4KWxkHYK_Use
qrcode_00451.png,inXBD
qrcode_00452.png,XVQC5.rqp
qrcode_00453.png,6bg_Dp-LF.xHG.4 /@
qrcode_00454.png,pFmJaDLIteM
qrcode_00455.png,Uhuo0Eca n7cXRs/aSaNJUwklaF0v
qrcode_00456.png,/26Hp2B@x.eV-.lOx0h6
qrcode_00457.png, C7K-VMV7XsXjEB-z D
qrcode_00458.png,gyuILlFlLVrd3cxP1
qrcode_00459.png,6ti2w@xrIjBf3lGAffxCqqn
qrcode_00460.png,HgBin1kV2:ih 
qrcode_00461.png,Hz6lievebw1Wu@mkkL/MXIZX9GgZJTD
qrcode_00462.png,Y0bDBnATEdhMa./Vhl
qrcode_00463.png,"Lmwp,N7Aa@V/j7t-Zdp52"
qrcode_00464.png,gOuMqswqkakK30LMN@eP048JWAWBK
qrcode_00465.png,a1oa:xNIe4_y_.Ys._
qrcode_00466.png,AEtE96EQsKeRP-V_
qrcode_00467.png,Iy@/@QO_ZAy8G2YyUK
qrcode_00468.png,8Te_xB0xmY@Eq_7Mps
qrcode_00469.png,Rc@s1US6t.ipYW.1-mo20DU:
qrcode_00470.png,Phgf6Fru: 7Yt7:/lUXKE9r6:Yzn7-kQ
qrcode_00471.png,-c/JQkrqZ@bf7-cqnv42/z3 gcpF
qrcode_00472.png,"dnSta1XSYZOXN,,YJ8H4."
qrcode_00473.png,e8@REx1B
qrcode_00474.png,mhOOM9WAz hK_dV 4imUXC tqUEHV
qrcode_00475.png,n@7Q:C.YIpFu-:kdkzzQvp3:
qrcode_00476.png,"RvN,"
qrcode_00477.png,aUrI- pg-R2:T3
qrcode_00478.png,@IF3:
qrcode_00479.png,pmarIrk4.
qrcode_00480.png,JiiGvVZ5CuCfjlJ@0
